Iteration,Timestamp,UsedMemoryMB,TotalMemoryMB,Configuration
1,2026-01-19T19:38:49,3074.47,8172.88,both
1,2026-01-19T19:58:23,3314.16,8172.88,both
1,2026-01-19T20:09:06,3391.59,8172.88,both
1,2026-01-19T20:20:53,3110.96,8172.88,both
1,2026-01-19T20:53:22,3124.46,8172.88,both
