Iteration,Timestamp,ProcessCount,Configuration
1,2026-01-19T19:38:49,151,both
1,2026-01-19T19:58:23,151,both
1,2026-01-19T20:09:06,155,both
1,2026-01-19T20:20:53,150,both
1,2026-01-19T20:53:22,151,both
