Iteration,Timestamp,UsedMemoryMB,TotalMemoryMB,Configuration
1,2026-01-17T16:05:46,2645.39,8172.88,baseline
1,2026-01-17T16:14:15,2574.88,8172.88,baseline
1,2026-01-19T14:10:05,2835.24,8172.88,baseline
1,2026-01-19T14:20:13,2680.4,8172.88,baseline
1,2026-01-19T14:29:12,2658.55,8172.88,baseline
