Iteration,Timestamp,ProcessCount,Configuration
1,2026-01-19T16:42:02,149,firewall
1,2026-01-19T18:23:43,152,firewall
1,2026-01-19T18:32:42,152,firewall
1,2026-01-19T18:41:01,153,firewall
1,2026-01-19T18:49:58,152,firewall
