Iteration,Timestamp,UsedMemoryMB,TotalMemoryMB,Configuration
1,2026-01-19T16:42:02,2581.56,8172.88,firewall
1,2026-01-19T18:23:43,2775.25,8172.88,firewall
1,2026-01-19T18:32:42,2681.92,8172.88,firewall
1,2026-01-19T18:41:01,2793.28,8172.88,firewall
1,2026-01-19T18:49:58,2671.86,8172.88,firewall
